t: 4.15911
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |       -1        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       20|        0     1.91     1.85     1.81     1.77     1.74     1.72     1.69     1.67     1.66     1.64     1.63     1.61      1.6     1.59     1.58     1.57     1.57     1.61     1.75        0
       19|        0   0.0877    0.148    0.193    0.228    0.258    0.284    0.306    0.326    0.344    0.359    0.374    0.386    0.398    0.409    0.421    0.433    0.431    0.386    0.255        0
       18|        0  -0.0359  -0.0349  -0.0268   -0.018 -0.00974 -0.00226  0.00444   0.0104   0.0157   0.0205    0.025   0.0295   0.0348   0.0421   0.0535   0.0704    0.096    0.103    0.064        0
       17|        0  -0.0114  -0.0215  -0.0269  -0.0296  -0.0309  -0.0317  -0.0322  -0.0326  -0.0329  -0.0332  -0.0334  -0.0335  -0.0332  -0.0324  -0.0314  -0.0321  -0.0372  -0.0354  -0.0252        0
       16|        0 -0.00775  -0.0156  -0.0213  -0.0253  -0.0283  -0.0306  -0.0325  -0.0343  -0.0359  -0.0376  -0.0394  -0.0416  -0.0446  -0.0494  -0.0581  -0.0723  -0.0897  -0.0943  -0.0649        0
       15|        0 -0.00548  -0.0119  -0.0172  -0.0214  -0.0247  -0.0274  -0.0298  -0.0319   -0.034  -0.0362  -0.0386  -0.0417   -0.046  -0.0526  -0.0631  -0.0786  -0.0958   -0.102  -0.0732        0
       14|        0 -0.00419 -0.00953  -0.0143  -0.0183  -0.0216  -0.0245   -0.027  -0.0293  -0.0316  -0.0339  -0.0365  -0.0397   -0.044  -0.0498   -0.058  -0.0684  -0.0786  -0.0807  -0.0586        0
       13|        0 -0.00337 -0.00788  -0.0121  -0.0158   -0.019  -0.0219  -0.0244  -0.0268   -0.029  -0.0314  -0.0339  -0.0367  -0.0402  -0.0444  -0.0494  -0.0544  -0.0575  -0.0539  -0.0363        0
       12|        0 -0.00282 -0.00668  -0.0104  -0.0138  -0.0168  -0.0195   -0.022  -0.0243  -0.0265  -0.0286  -0.0308  -0.0331  -0.0356  -0.0382  -0.0406   -0.042  -0.0406  -0.0341    -0.02        0
       11|        0 -0.00241 -0.00577 -0.00907  -0.0121  -0.0149  -0.0175  -0.0198  -0.0219  -0.0239  -0.0258  -0.0276  -0.0294   -0.031  -0.0323  -0.0329  -0.0322   -0.029  -0.0222  -0.0114        0
       10|        0  -0.0021 -0.00505 -0.00798  -0.0107  -0.0133  -0.0156  -0.0177  -0.0197  -0.0214  -0.0231  -0.0245  -0.0257  -0.0266   -0.027  -0.0266  -0.0249  -0.0213  -0.0153  -0.0072        0
        9|        0 -0.00185 -0.00446 -0.00707 -0.00955  -0.0119   -0.014  -0.0159  -0.0176  -0.0192  -0.0205  -0.0216  -0.0224  -0.0228  -0.0226  -0.0216  -0.0196  -0.0161  -0.0111   -0.005        0
