t: 3.81915
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |       -1        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       20|        0     1.91     1.85     1.81     1.77     1.74     1.72     1.69     1.68     1.66     1.64     1.63     1.62     1.61      1.6     1.59     1.58     1.59     1.63     1.76        0
       19|        0   0.0883    0.149    0.194    0.229    0.259    0.284    0.306    0.325    0.342    0.356    0.369     0.38     0.39      0.4     0.41     0.42    0.415    0.371    0.245        0
       18|        0  -0.0356  -0.0347   -0.027  -0.0186  -0.0107 -0.00375  0.00241  0.00781   0.0125   0.0167   0.0205   0.0242   0.0284   0.0342   0.0431   0.0571   0.0789   0.0854   0.0534        0
       17|        0  -0.0117  -0.0219  -0.0274  -0.0303  -0.0318  -0.0326  -0.0332  -0.0337  -0.0341  -0.0346   -0.035  -0.0356  -0.0361  -0.0369  -0.0386  -0.0427  -0.0493  -0.0483  -0.0335        0
       16|        0  -0.0079  -0.0159  -0.0217  -0.0258  -0.0288  -0.0312  -0.0331  -0.0348  -0.0364  -0.0381  -0.0399  -0.0421  -0.0453  -0.0504  -0.0591  -0.0731  -0.0901  -0.0958  -0.0677        0
       15|        0 -0.00562  -0.0122  -0.0175  -0.0217  -0.0251  -0.0278  -0.0301  -0.0322  -0.0341  -0.0362  -0.0385  -0.0413  -0.0452   -0.051  -0.0599  -0.0727  -0.0871  -0.0926   -0.068        0
       14|        0  -0.0043 -0.00971  -0.0145  -0.0185  -0.0218  -0.0247  -0.0271  -0.0293  -0.0314  -0.0336   -0.036  -0.0388  -0.0423  -0.0471  -0.0534  -0.0611   -0.068   -0.068  -0.0487        0
       13|        0 -0.00347 -0.00801  -0.0122  -0.0159  -0.0191  -0.0219  -0.0243  -0.0266  -0.0287  -0.0308   -0.033  -0.0354  -0.0382  -0.0414   -0.045  -0.0481   -0.049  -0.0441  -0.0283        0
       12|        0 -0.00289 -0.00677  -0.0105  -0.0138  -0.0168  -0.0194  -0.0218   -0.024   -0.026  -0.0279  -0.0298  -0.0317  -0.0336  -0.0354  -0.0368  -0.0371  -0.0348  -0.0282  -0.0157        0
       11|        0 -0.00246 -0.00582 -0.00908  -0.0121  -0.0148  -0.0173  -0.0195  -0.0215  -0.0233   -0.025  -0.0265  -0.0279  -0.0291  -0.0298  -0.0299  -0.0286  -0.0252  -0.0188 -0.00939        0
       10|        0 -0.00214 -0.00507 -0.00795  -0.0107  -0.0131  -0.0154  -0.0174  -0.0192  -0.0208  -0.0222  -0.0234  -0.0243  -0.0249   -0.025  -0.0243  -0.0224  -0.0188  -0.0133 -0.00623        0
        9|        0 -0.00188 -0.00446 -0.00702 -0.00943  -0.0117  -0.0137  -0.0155  -0.0171  -0.0185  -0.0197  -0.0206  -0.0211  -0.0213  -0.0209  -0.0198  -0.0177  -0.0144 -0.00988 -0.00447        0
