t: 2.24843
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |       -1        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       20|        0     1.91     1.85     1.81     1.78     1.76     1.74     1.73     1.72     1.72     1.71     1.71     1.71      1.7      1.7      1.7     1.71     1.72     1.75     1.83        0
       19|        0   0.0914    0.151    0.191     0.22    0.241    0.257    0.269    0.278    0.284     0.29    0.294    0.297    0.299      0.3    0.299    0.296    0.284    0.251    0.167        0
       18|        0   -0.034  -0.0352  -0.0297  -0.0234  -0.0178  -0.0132 -0.00935 -0.00635  -0.0041 -0.00252 -0.00156 -0.00116 -0.00122 -0.00151 -0.00161 -0.00115 0.000116 0.000382 -0.00267        0
       17|        0  -0.0143  -0.0252  -0.0305  -0.0327  -0.0332  -0.0329  -0.0324   -0.032  -0.0317  -0.0317  -0.0321  -0.0331  -0.0349  -0.0377  -0.0421  -0.0486  -0.0567  -0.0613   -0.048        0
       16|        0  -0.0092  -0.0177  -0.0234  -0.0268  -0.0288  -0.0298  -0.0303  -0.0307   -0.031  -0.0315  -0.0323  -0.0336  -0.0354  -0.0381   -0.042  -0.0472  -0.0528  -0.0546  -0.0415        0
       15|        0 -0.00643  -0.0131  -0.0182  -0.0218  -0.0242  -0.0258  -0.0269  -0.0277  -0.0284   -0.029  -0.0299   -0.031  -0.0324  -0.0343  -0.0365  -0.0388  -0.0399  -0.0371   -0.025        0
       14|        0 -0.00481  -0.0101  -0.0145  -0.0179  -0.0205  -0.0223  -0.0237  -0.0247  -0.0255  -0.0263  -0.0271  -0.0279  -0.0289  -0.0298  -0.0306  -0.0307  -0.0291  -0.0243  -0.0142        0
       13|        0 -0.00377 -0.00806  -0.0118  -0.0149  -0.0174  -0.0193  -0.0207  -0.0219  -0.0228  -0.0236  -0.0242  -0.0248  -0.0252  -0.0255  -0.0252  -0.0242  -0.0215  -0.0166 -0.00875        0
       12|        0 -0.00305 -0.00659 -0.00981  -0.0126  -0.0148  -0.0167  -0.0182  -0.0193  -0.0202  -0.0209  -0.0214  -0.0218  -0.0218  -0.0216  -0.0208  -0.0192  -0.0163  -0.0119 -0.00592        0
       11|        0 -0.00252  -0.0055 -0.00826  -0.0107  -0.0128  -0.0145  -0.0159   -0.017  -0.0178  -0.0184  -0.0188   -0.019  -0.0188  -0.0183  -0.0172  -0.0154  -0.0127 -0.00892  -0.0043        0
       10|        0 -0.00213 -0.00465 -0.00703 -0.00916   -0.011  -0.0126  -0.0139  -0.0149  -0.0157  -0.0162  -0.0165  -0.0165  -0.0162  -0.0155  -0.0143  -0.0125  -0.0101 -0.00694 -0.00328        0
        9|        0 -0.00182 -0.00398 -0.00604 -0.00792 -0.00957   -0.011  -0.0122  -0.0131  -0.0138  -0.0142  -0.0144  -0.0143  -0.0139  -0.0131   -0.012  -0.0103 -0.00816 -0.00554 -0.00259        0
