t: 0.175646
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |       -1        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       20|        0     1.99     1.98     1.98     1.98     1.97     1.97     1.97     1.97     1.97     1.97     1.97     1.97     1.97     1.97     1.97     1.98     1.98     1.98     1.99        0
       19|        0   0.0169   0.0237   0.0268   0.0285   0.0295   0.0301   0.0305   0.0307   0.0309   0.0309   0.0309   0.0307   0.0305   0.0301   0.0295   0.0285   0.0269   0.0238    0.017        0
       18|        0 -0.00671 -0.00681 -0.00585 -0.00496  -0.0043 -0.00383 -0.00351  -0.0033 -0.00319 -0.00315 -0.00319  -0.0033 -0.00351 -0.00382 -0.00429 -0.00495 -0.00584 -0.00679 -0.00668        0
       17|        0 -0.00329 -0.00445 -0.00455  -0.0043 -0.00399 -0.00372 -0.00351 -0.00336 -0.00328 -0.00325 -0.00328 -0.00336 -0.00351 -0.00372   -0.004 -0.00432 -0.00458 -0.00449 -0.00334        0
       16|        0 -0.00183 -0.00291 -0.00336 -0.00345  -0.0034 -0.00329 -0.00318  -0.0031 -0.00305 -0.00303 -0.00305  -0.0031 -0.00319 -0.00329  -0.0034 -0.00347 -0.00338 -0.00294 -0.00185        0
       15|        0 -0.00115 -0.00201 -0.00251 -0.00276 -0.00285 -0.00286 -0.00284 -0.00281 -0.00279 -0.00278 -0.00279 -0.00281 -0.00284 -0.00286 -0.00285 -0.00277 -0.00252 -0.00202 -0.00117        0
       14|        0-0.000796 -0.00146 -0.00192 -0.00221 -0.00238 -0.00246  -0.0025 -0.00251 -0.00251 -0.00251 -0.00251 -0.00251  -0.0025 -0.00246 -0.00238 -0.00222 -0.00193 -0.00147-0.000802        0
       13|        0-0.000585  -0.0011 -0.00151  -0.0018 -0.00199 -0.00211 -0.00218 -0.00222 -0.00224 -0.00225 -0.00224 -0.00222 -0.00218 -0.00211 -0.00199  -0.0018 -0.00151 -0.00111-0.000588        0
       12|        0 -0.00045-0.000864 -0.00121 -0.00147 -0.00167  -0.0018 -0.00189 -0.00195 -0.00198 -0.00199 -0.00198 -0.00195  -0.0019 -0.00181 -0.00167 -0.00148 -0.00121-0.000867-0.000452        0
       11|        0-0.000358-0.000694-0.000986 -0.00122 -0.00141 -0.00155 -0.00164 -0.00171 -0.00174 -0.00175 -0.00174 -0.00171 -0.00165 -0.00155 -0.00141 -0.00123-0.000989-0.000696-0.000359        0
       10|        0-0.000291 -0.00057-0.000818 -0.00103  -0.0012 -0.00133 -0.00143 -0.00149 -0.00153 -0.00154 -0.00153 -0.00149 -0.00143 -0.00133  -0.0012 -0.00103 -0.00082-0.000571-0.000292        0
        9|        0-0.000242-0.000475-0.000688-0.000872 -0.00103 -0.00115 -0.00124  -0.0013 -0.00134 -0.00135 -0.00134  -0.0013 -0.00124 -0.00115 -0.00103-0.000873-0.000689-0.000476-0.000242        0
