t: 4.52513
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |       -1        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       20|        0     1.91     1.85     1.81     1.77     1.74     1.72     1.69     1.67     1.66     1.64     1.62     1.61      1.6     1.58     1.57     1.56     1.56      1.6     1.74        0
       19|        0   0.0873    0.148    0.192    0.228    0.257    0.283    0.306    0.326    0.344    0.361    0.376     0.39    0.403    0.416    0.429    0.442    0.442    0.398    0.263        0
       18|        0  -0.0363  -0.0351  -0.0268  -0.0176 -0.00893-0.000976  0.00626   0.0128   0.0187   0.0242   0.0295   0.0349   0.0413   0.0501   0.0638   0.0836    0.112    0.118   0.0737        0
       17|        0  -0.0113  -0.0212  -0.0264  -0.0289  -0.0301  -0.0307  -0.0311  -0.0312  -0.0313  -0.0313  -0.0311  -0.0305  -0.0291  -0.0263  -0.0219  -0.0184  -0.0211  -0.0197  -0.0158        0
       16|        0 -0.00764  -0.0154  -0.0209  -0.0248  -0.0276  -0.0299  -0.0318  -0.0334   -0.035  -0.0366  -0.0382  -0.0401  -0.0427  -0.0469  -0.0545  -0.0677  -0.0841  -0.0878  -0.0594        0
       15|        0 -0.00537  -0.0117  -0.0169   -0.021  -0.0243  -0.0269  -0.0293  -0.0314  -0.0335  -0.0357  -0.0382  -0.0414   -0.046  -0.0533  -0.0653   -0.083   -0.102   -0.107   -0.075        0
       14|        0 -0.00408 -0.00936  -0.0141   -0.018  -0.0213  -0.0242  -0.0267  -0.0291  -0.0314  -0.0339  -0.0368  -0.0403  -0.0452  -0.0523  -0.0625  -0.0761  -0.0899  -0.0936  -0.0676        0
       13|        0 -0.00328 -0.00775  -0.0119  -0.0156  -0.0189  -0.0217  -0.0243  -0.0268  -0.0292  -0.0317  -0.0345  -0.0379  -0.0421  -0.0475  -0.0543  -0.0618  -0.0676   -0.066  -0.0461        0
       12|        0 -0.00274 -0.00659  -0.0103  -0.0137  -0.0168  -0.0195  -0.0221  -0.0245  -0.0268  -0.0292  -0.0317  -0.0345  -0.0377  -0.0413  -0.0449  -0.0477  -0.0478  -0.0419  -0.0261        0
       11|        0 -0.00235 -0.00571 -0.00903  -0.0121   -0.015  -0.0176    -0.02  -0.0222  -0.0244  -0.0265  -0.0287  -0.0308   -0.033   -0.035  -0.0364  -0.0364  -0.0337  -0.0266  -0.0143        0
       10|        0 -0.00205 -0.00502 -0.00798  -0.0108  -0.0134  -0.0158   -0.018  -0.0201   -0.022  -0.0239  -0.0256  -0.0271  -0.0285  -0.0293  -0.0293  -0.0279  -0.0243  -0.0178 -0.00854        0
        9|        0 -0.00182 -0.00446 -0.00711 -0.00965   -0.012  -0.0142  -0.0162  -0.0181  -0.0198  -0.0213  -0.0226  -0.0237  -0.0243  -0.0245  -0.0237  -0.0217  -0.0181  -0.0126 -0.00569        0
