t: 5.70126
nCells: 20x20, dx: 0.1, dy: 0.1

u (21x22): 
         |       -1        0        1        2        3        4        5        6        7        8        9       10       11       12       13       14       15       16       17       18       19
----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
       20|        0     1.91     1.85     1.81     1.77     1.74     1.72      1.7     1.68     1.66     1.64     1.62     1.61     1.59     1.58     1.56     1.55     1.55     1.59     1.73        0
       19|        0   0.0867    0.147    0.191    0.226    0.255    0.281    0.304    0.324    0.343    0.361    0.377    0.392    0.408    0.423    0.438    0.453    0.454     0.41    0.272        0
       18|        0  -0.0373  -0.0357  -0.0267  -0.0168 -0.00726  0.00183   0.0103   0.0183    0.026   0.0334    0.041   0.0491   0.0589   0.0718   0.0901    0.114    0.144    0.147   0.0926        0
       17|        0  -0.0111  -0.0206  -0.0253  -0.0273   -0.028  -0.0279  -0.0275  -0.0267  -0.0256  -0.0241  -0.0218  -0.0182  -0.0122 -0.00259   0.0116   0.0279   0.0342   0.0304   0.0107        0
       16|        0 -0.00743  -0.0149    -0.02  -0.0234  -0.0258  -0.0276   -0.029  -0.0301  -0.0309  -0.0314  -0.0315  -0.0312  -0.0304  -0.0292  -0.0287  -0.0318  -0.0415  -0.0472   -0.035        0
       15|        0  -0.0051  -0.0112  -0.0161  -0.0199  -0.0228  -0.0252  -0.0272   -0.029  -0.0307  -0.0323  -0.0342  -0.0368  -0.0408  -0.0478  -0.0596  -0.0763  -0.0924  -0.0929  -0.0611        0
       14|        0 -0.00381  -0.0089  -0.0134  -0.0172  -0.0203   -0.023  -0.0254  -0.0276  -0.0298  -0.0323  -0.0354  -0.0396  -0.0461  -0.0565  -0.0724  -0.0933   -0.112   -0.111  -0.0734        0
       13|        0 -0.00304 -0.00737  -0.0115  -0.0151  -0.0182   -0.021  -0.0236  -0.0261  -0.0287  -0.0317  -0.0352    -0.04  -0.0467  -0.0564    -0.07   -0.087   -0.102   -0.103  -0.0708        0
       12|        0 -0.00254 -0.00631    -0.01  -0.0134  -0.0165  -0.0193   -0.022  -0.0246  -0.0273  -0.0304  -0.0339  -0.0384  -0.0441  -0.0515  -0.0606  -0.0707  -0.0785  -0.0768  -0.0531        0
       11|        0 -0.00219 -0.00553 -0.00888   -0.012   -0.015  -0.0177  -0.0204   -0.023  -0.0256  -0.0285  -0.0317  -0.0354  -0.0398  -0.0447  -0.0499  -0.0541  -0.0553  -0.0495  -0.0315        0
       10|        0 -0.00194 -0.00493 -0.00798  -0.0109  -0.0137  -0.0163  -0.0188  -0.0213  -0.0237  -0.0263   -0.029  -0.0319  -0.0349  -0.0378  -0.0401  -0.0408  -0.0383  -0.0307  -0.0168        0
        9|        0 -0.00174 -0.00444 -0.00723 -0.00992  -0.0125  -0.0149  -0.0173  -0.0195  -0.0218  -0.0239  -0.0261  -0.0282  -0.0301  -0.0316  -0.0321  -0.0309  -0.0271  -0.0198 -0.00952        0
